"../../../ISO_19136_Schemas/gml.xsd",900
"../../../OGC/gml/3.2.1/gml.xsd",900
"../../../OGC/iso/19139/20070417/gmd/gmd.xsd",900
"../../../OGC/om/1.0.1/om.xsd",900
"../../../OGC/sweCommon/1.0.2/swe.xsd",900
"../../../general-component-schema.xsd",900
"../../appinfo/2.0/appinfo.xsd",900
"../../common/1.0/common.xsd",900
"../../dei/2012/dei-2012-01-31.xsd",900
"../../gco/gco.xsd",900
"../../general-component-schema.xsd",900
"../../gml/3.1.1/base/gml.xsd",900
"../../gml/gml.xsd",900
"../../gmx/gmx.xsd",900
"../../schema/mets.xsd",900
"../../schema/mods-3-0.xsd",900
"../../schema/odl.xsd",900
"../../schema/xlink.xsd",900
"../../structures/2.0/structures.xsd",900
"../../xlink/1.0.0/xlinks.xsd",900
"../../xlink/xlinks.xsd",900
"../AOML/AEML.xsd",900
"../AOML/AOML.xsd",900
"../common/UBL-CommonBasicComponents-2.0.xsd",900
"../common/UBL-CommonExtensionComponents-2.0.xsd",900
"../common/ws_common_1_0b.xsd",900
"../fgdc-std-001-1998/fgdc-std-001-1998-ann.xsd",900
"../gco/gco.xsd",900
"../general-component-schema.xsd",900
"../gmd/gmd.xsd",900
"../itsoutput.xsd",900
"../napm/napmCharacterString.xsd",900
"../schema/exchange/FoiaAnnualReport.xsd",900
"../schema/frame.xsd",900
"../schemas/ioosObservationSpecializations.xsd",900
"../schemas/iso19139fra/gmd/gmd.xsd",900
"..\\wpsGetCapabilities.xsd",900
"./IMDI.xsd",900
"./aggregateTypes.xsd",900
"./basicTypes.xsd",900
"./encoding.xsd",900
"./simpleTypes.xsd",900
"./types.xsd",900
"/data",900
"/finance/disclosure/schema/AdminFine.xsd",900
"/finance/disclosure/schema/Leadership.xsd",900
"/finance/disclosure/schema/LobbyistBundle.xsd",900
"/schema/folder.xsd",900
"/schemas/INF_AlmanacData_V01.02.xsd",900
"0/WQX_WQX_v2.0.xsd",900
"101.xsd",900
"102.xsd",900
"103.xsd",900
"104.xsd",900
"105.xsd",900
"11.xsd",900
"12.xsd",900
"17.xsd",900
"18.xsd",900
"19.xsd",900
"192.xsd",900
"19a.xsd",900
"25.xsd",900
"26.xsd",900
"27.xsd",900
"33.xsd",900
"33a.xsd",900
"38.xsd",900
"41.xsd",900
"43.xsd",900
"45.xsd",900
"45a.xsd",900
"46.xsd",900
"?version=1.3.0&service=WMS&request=GetSchemaExtension",900
"ADWR20140815.xsd",900
"AccessControlServiceMessages.xsd",900
"AdjacencyTable.xsd",900
"AdministrationServiceMessages.xsd",900
"AnyConnectProfile.xsd",900
"AppSchemaDataAccess.xsd",900
"AuthenticationServiceMessages.xsd",900
"BasicTypes.xsd",900
"BooleanControls.xsd",900
"Bus_Linie",900
"C:/users/miles.patrick/ISO/ISOngdc/schema/gmi/gmi.xsd",900
"CFStandardNameTable-1.1.xsd",900
"CalendarServiceMessages.xsd",900
"CatalogServiceMessages.xsd",900
"Charts.xsd",900
"Comments.xsd",900
"CommonTypes.xsd",900
"CoreVocabularyAggregateComponents-v1.00.xsd",900
"CoreVocabularyBasicComponents-v1.00.xsd",900
"D:\\XML\\Hydroml.xsd",900
"DD8723-5-DCTerms.xsd",900
"DR_sections.xsd",900
"Decisions.xsdDigital_Enterprise.xsd",900
"Discussions.xsd",900
"EDXL-RMCommonTypes.xsd",900
"EchoExceptions.xsd",900
"Equipment.xsd",900
"EventNotificationServiceMessages.xsd",900
"EventSinkMessages.xsd",900
"ExtendedServicesServiceMessages.xsd",900
"Fahrweg_Graph_GK31_5.xsd",900
"Fahrweg_Graph_WGS84.xsd",900
"Fahrweg_Linie_GK31_5.xsd",900
"Fahrweg_Linie_WGS84.xsd",900
"ForzaLavoroLiguria.xsd",900
"GranuleProvenance.xsd",900
"Group2ManagementServiceMessages.xsd",900
"HVCRMethods.xsd",900
"HeliocentricTrajectoriesService_schema1.xsd",900
"HorizontalControl.xsd",900
"HydroXC.xsd",900
"INSPIRE",900
"Junctions.xsd",900
"Metadata.xsd",900
"MetadataCommon.xsd",900
"N2.xsd",900
"N3.xsd",900
"N4.xsd",900
"NF2_register_system.xsd",900
"OccupatiLiguria.xsd",900
"OrderFulfillmentFaults.xsd",900
"OrderFulfillmentMessages.xsd",900
"OrderFulfillmentTypes.xsd",900
"OrderManagementServiceMessages.xsd",900
"OrderProcessingServiceMessages.xsd",900
"PDS4_SP_1001.xsd",900
"PI_Tasks.xsd",900
"PKTDSegurConfiguration.xsd",900
"PKTDSegurDynn.xsd",900
"ProviderServiceMessages.xsd",900
"Q:/users/mize.jacqueline/ISO/ISOngdc/schema/gmi/gmi.xsd",900
"Q:/users/mize.jacqueline/ISO/gfc/gfc.xsd",900
"Roster.xsd",900
"SDMXGenericMetadata.xsd",900
"SDMXMessage.xsd",900
"SchedulingPeriod-3.0.xsd",900
"SensitivityAnalysisService?xsd=xsd0.xsd",900
"ServiceManagementServiceMessages.xsd",900
"StatBez_Linz.xsd",900
"StatBez_Linz_EPSG_31255.xsd",900
"SteadyStateService?xsd=xsd0.xsd",900
"StyledLayerDescriptor.xsd",900
"SubscriptionServiceMessages.xsd",900
"SurveyStatistics.xsd",900
"TaxonomyServiceMessages.xsd",900
"TimeCourseService?xsd=xsd0.xsd",900
"TypeLibrary-array.xsd",900
"TypeLibrary-list.xsd",900
"TypeLibrary-math.xsd",900
"TypeLibrary-quantity.xsd",900
"TypeLibrary-text.xsd",900
"Uncertainty.xsd",900
"UserServiceMessages.xsd",900
"VerticalControl.xsd",900
"WHU-LIESMARS-WPS?xsd=ws.xsd",900
"Z:\\CIM\\XSDs\\dev0p3\\activity.xsd",900
"area-type-table-1.1.xsd",900
"cgiUtilities.xsd",900
"civil-wedding-and-civil-partnership-venue-approvals.xsd",900
"classes.xsd",900
"cmdi-virtual-collection.xsd",900
"comments.xsd",900
"counter4_0.xsd",900
"counter4_1.xsd",900
"counterElements3_0.xsd",900
"counterElements4_0.xsd",900
"counterElements4_1.xsd",900
"currency-ent-all-draft-2014-01-31.xsd",900
"datatypes.xsd",900
"dc.xsd",900
"dcterms.xsd",900
"ddi:codebook:2_5",900
"ddi:instance:3_0",900
"ddi:instance:3_2",900
"dei-ent-all-draft-2014-01-31.xsd",900
"dkcoin.xsd",900
"eap-metadata.xsd",900
"earthMaterial.xsd",900
"earthresourceml.xsd",900
"efetch.xsd",900
"efetch_db_gene.xsd",900
"efetch_db_nlmc.xsd",900
"efetch_db_omim.xsd",900
"efetch_db_pmc.xsd",900
"efetch_db_seq.xsd",900
"efetch_db_snp.xsd",900
"efetch_db_taxon.xsd",900
"egquery.xsd",900
"einfo.xsd",900
"elink.xsd",900
"eml.xsd",900
"eml://ecoinformatics.org/eml-2.0.0",900
"eml://ecoinformatics.org/eml-2.0.1",900
"eml://ecoinformatics.org/eml-2.1.0",900
"eml://ecoinformatics.org/eml-2.1.1",900
"eml://ecoinformatics.org/lter-project-2.1.0",900
"erxl.xsd",900
"esearch.xsd",900
"espell.xsd",900
"espiDerived.xsd",900
"esummary.xsd",900
"eurofxref.xsd",900
"file:///C:\\Workplan\\Thesaurus%20interchange%20standard\\iso25964-5-flat.xsd",900
"file:///D:/schemas/ISOngdc/schema/gmd/citation.xsd",900
"file:///E:/SW/moon/im/fgdc-std-001-1998-ann.xsd",900
"file:/C:/Schemas/DDI_3_2_2013_11_13/schema/instance.xsd",900
"file:/Q:/itsd/Digital.Bodleian/schema/generated_dc.xsd",900
"file:/home/alias/metafor/svc-10mar09/software.xsd",900
"file:/home/dietuyt/svn/clarin/metadata/trunk/toolkit/general-component-schema.xsd",900
"ftp://ftp.ncbi.nlm.nih.gov/pubchem/specifications/pubchem.xsd",900
"ftp://ftp.ncddc.noaa.gov/pub/Metadata/Online_ISO_Training/Intro_to_ISO/schemas/ISObio/schema.xsd",900
"ftp://ftp.sra.ebi.ac.uk/meta/xsd/sra_1_3/SRA.run.xsd",900
"ftp://ftp.sra.ebi.ac.uk/meta/xsd/sra_1_5/SRA.experiment.xsd",900
"ftp://ftp.sra.ebi.ac.uk/meta/xsd/sra_1_5/SRA.run.xsd",900
"ftp://ftp.sra.ebi.ac.uk/meta/xsd/sra_1_5/SRA.sample.xsd",900
"ftp://ftp.sra.ebi.ac.uk/meta/xsd/sra_1_5/SRA.study.xsd",900
"ftp://ftp.sra.ebi.ac.uk/meta/xsd/sra_1_5/SRA.submission.xsd",900
"gambling-permits.xsd",900
"gambling-premises-licences.xsd",900
"geo-oasis.xsd",900
"geosciml-core.xsd",900
"ghodata.xsd",900
"gml-ish.xsd",900
"gutenprint.xsd",900
"http:///jpa2/javax/persistence.ecore",900
"http://107.20.228.18/arcgis/services/Wetlands/MapServer/WmsServer?version=1.3.0%26service=WMS%26request=GetSchemaExtension",200
"http://127.0.0.1:8080/helloservice/HelloService/__container$publishing$subctx/WEB-INF/wsdl/HelloService_schema1.xsd",900
"http://216.38.80.5/arcgis/services/AtStormViewer/MapServer/WmsServer?version=1.3.0%26service=WMS%26request=GetSchemaExtension",200
"http://216.38.80.5/arcgis/services/EpStormViewer/MapServer/WmsServer?version=1.3.0%26service=WMS%26request=GetSchemaExtension",200
"http://216.38.80.5/arcgis/services/SPC_Outlooks/MapServer/WmsServer?version=1.3.0%26service=WMS%26request=GetSchemaExtension",200
"http://216.38.80.5/arcgis/services/ahps_gauges/MapServer/WmsServer?version=1.3.0%26service=WMS%26request=GetSchemaExtension",200
"http://216.38.80.5/arcgis/services/atStorms/MapServer/WmsServer?version=1.3.0%26service=WMS%26request=GetSchemaExtension",200
"http://216.38.80.5/arcgis/services/cpc_weather_hazards/MapServer/WmsServer?version=1.3.0%26service=WMS%26request=GetSchemaExtension",200
"http://216.38.80.5/arcgis/services/epStorms/MapServer/WmsServer?version=1.3.0%26service=WMS%26request=GetSchemaExtension",200
"http://216.38.80.5/arcgis/services/watchwarn/MapServer/WmsServer?version=1.3.0%26service=WMS%26request=GetSchemaExtension",400
"http://216.38.80.5/arcgis/services/wxmap/MapServer/WmsServer?version=1.3.0%26service=WMS%26request=GetSchemaExtension",200
"http://adn.dlese.org",900
"http://ads.ahds.ac.uk/XMLschema/",404
"http://ads.ahds.ac.uk/XMLschema/ads_dc.xsd",404
"http://ahds.ac.uk/ns/cmf/2.0/",900
"http://ahds.ac.uk/srvc-oai/xsd/cmf2.xsd",900
"http://ahds.ac.uk/srvc-oai/xsd/mets.xsd",900
"http://air-climate.eionet.europa.eu/schemas/AirQualityQuestionnaire/AirQualityQuestionnaire-form4.xsd",301
"http://alcme.oclc.org/oaicat/toolkit.xsd",404
"http://ands.org.au/standards/rif-cs/registryObjects",404
"http://aneto.oco/cgi-bin/worldwfs?SERVICE=WFS&VERSION=1.0.0&REQUEST=DescribeFeatureType&TYPENAME=line&OUTPUTFORMAT=XMLSCHEMA",900
"http://aneto.oco/cgi-bin/worldwfs?SERVICE=WFS&VERSION=1.0.0&REQUEST=DescribeFeatureType&TYPENAME=multipoint&OUTPUTFORMAT=XMLSCHEMA",900
"http://aneto.oco/cgi-bin/worldwfs?SERVICE=WFS&VERSION=1.0.0&REQUEST=DescribeFeatureType&TYPENAME=multipolygon&OUTPUTFORMAT=XMLSCHEMA",900
"http://aneto.oco/cgi-bin/worldwfs?SERVICE=WFS&VERSION=1.0.0&REQUEST=DescribeFeatureType&TYPENAME=polygon&OUTPUTFORMAT=XMLSCHEMA",900
"http://anss-sis.scsn.org/xml/ext-stationxml/2.0",301
"http://anss-sis.scsn.org/xml/ext-stationxml/2.0/sis_extension.xsd",200
"http://api.bioinfo.no/schema/BlastOutput.xsd",200
"http://api.bioinfo.no/schema/BlastParameters.xsd",200
"http://api.bioinfo.no/schema/ELM.xsd",200
"http://api.bioinfo.no/schema/ELMInstancePrediction.xsd",200
"http://api.bioinfo.no/schema/Jaspar_matrix_0.2.xsd",200
"http://api.bioinfo.no/schema/ServiceDocumentation.xsd",200
"http://api.echo.nasa.gov/echo/wsdl/EchoForms.xsd",200
"http://apps.fs.fed.us/arcx/services/EDW/EDW_ALPStatusAndEncumbrance_01/MapServer/WmsServer?version=1.3.0%26service=WMS%26request=GetSchemaExtension",400
"http://apps.fs.fed.us/arcx/services/EDW/EDW_AerialFireRetardantAvoidanceAreas_01/MapServer/WmsServer?version=1.3.0%26service=WMS%26request=GetSchemaExtension",400
"http://apps.fs.fed.us/arcx/services/EDW/EDW_AerialFireRetardantHydrographicAvoidanceAreas_01/MapServer/WmsServer?version=1.3.0%26service=WMS%26request=GetSchemaExtension",400
"http://apps.fs.fed.us/arcx/services/EDW/EDW_BasicOwnership_02/MapServer/WmsServer?version=1.3.0%26service=WMS%26request=GetSchemaExtension",400
"http://apps.fs.fed.us/arcx/services/EDW/EDW_CongressionalDistricts_01/MapServer/WmsServer?version=1.3.0%26service=WMS%26request=GetSchemaExtension",400
"http://apps.fs.fed.us/arcx/services/EDW/EDW_MVUM_01/MapServer/WmsServer?version=1.3.0%26service=WMS%26request=GetSchemaExtension",400
"http://apps.fs.fed.us/arcx/services/EDW/EDW_PeriodicalCicadaBroods_01/MapServer/WmsServer?version=1.3.0%26service=WMS%26request=GetSchemaExtension",400
